fecha_hora,latitud,longitud,DEM_mean,slope_mean,aspect_mean,nhd_mean,geo,cober,pre_anual,fecha,mes,pre_mensual,cp1,cp3,cp5,cp7,cp10,lp15_cp1,lp20_cp1,lp30_cp1,lp40_cp1,lp50_cp1,lp60_cp1,lp90_cp1,lp15_cp3,lp20_cp3,lp30_cp3,lp40_cp3,lp50_cp3,lp60_cp3,lp90_cp3,lp15_cp5,lp20_cp5,lp30_cp5,lp40_cp5,lp50_cp5,lp60_cp5,lp90_cp5,lp15_cp7,lp20_cp7,lp30_cp7,lp40_cp7,lp50_cp7,lp60_cp7,lp90_cp7,lp15_cp10,lp20_cp10,lp30_cp10,lp40_cp10,lp50_cp10,lp60_cp10,lp90_cp10,si_no
2022-10-20 02:00:00,6.24915326299998,-75.625464498,1659.767578125,36.9327138264974,274.84246826171875,0.2020709117253621,8.0,7.0,1916.7314,2022-10-20 02:00:00,10,239.29034,30.53587245628,47.59233918628,59.25138591628,63.72551042628,68.68512252628,80.262353295,102.118819145,168.841741115,259.1178949379,370.0266016379,453.0186963917,767.4216035955,61.473946475,94.088458705,180.9689203579,259.0464942179,395.0514827279,447.9325838855,755.1989416055,63.904411853720006,88.85461645372,205.72194741790003,264.8514736879,396.5946152179,444.1644128555,756.9419194454999,73.99000571372001,101.59173520372,223.0727382179,291.6589766579,392.5680755179,480.8469104255,762.7246730755,79.42087984372,125.27947566372,218.7712916779,333.19510437789995,410.5225922817,487.6938778055,779.9731698655,1
2024-07-01 12:50:00,6.26543338883258,-75.61442050660635,1606.907001201923,18.790580162635216,219.70594200721155,0.0943033420122586,9.0,7.0,1864.2473,2024-07-01 12:50:00,7,130.3031,15.25182755,17.26184292,55.9794229082,106.6983742782,128.07664731057,156.74371081,192.279467962,232.336412202,314.392856175,380.750275115,478.689438245,648.80228888238,179.718294382,212.166319082,248.964688162,338.75800875500005,397.280263465,477.320011115,646.7927915953601,143.099087712,176.30329931199998,241.146847915,302.045851385,390.356666315,457.789872465,608.0752116071599,109.036000992,132.600496442,193.113472425,265.693474705,345.656279945,425.871015185,558.7880827371599,104.649793782,121.977997572,197.592418445,264.233444305,353.043231655,437.725691105,537.70107897302,1
2024-06-27 07:00:00,6.207613948423542,-75.61102127710888,1732.7491861979167,20.94786834716797,116.6986083984375,0.8667635122934977,8.0,8.0,1916.7314,2024-06-27 07:00:00,6,176.7423,7.072090439999999,42.63497749,69.14814511099999,73.136447481,91.676191041,137.08380451699998,168.57601370700002,249.134667019,300.782372246,400.498696607,477.1126460173999,600.2672017574,115.710759727,138.4823753634,220.6415993164,279.9882647014,372.6331933174,460.1050558514,569.4325771014,105.265111596,128.9328362334,219.54282948040003,275.7660270854,384.2109870514,447.60894814540006,550.0581113654,101.276809226,127.6999395834,227.8681699804,283.3150296474,398.7312903254,460.8768014494,545.5955168521,107.3026269434,154.99897898540002,219.53997112040005,297.6783969314,384.3236539854,464.0927397494,531.2010535621,1
2024-06-28 07:00:00,6.26660555,-75.62980022,1725.4622395833333,17.25426991780599,259.77569580078125,0.149360458056132,8.0,7.0,1864.2473,2024-06-28 07:00:00,6,159.97847,26.812922220000004,73.76413597,86.34245967,111.23361298,137.61698843,156.02088669,189.202667726,244.51121453,311.783518363,381.657569633,451.9326654830001,612.03640866,124.29958559,146.217113876,215.0504293,269.232471843,358.149958973,430.609862822,568.59889066,131.734561856,146.82778176,202.97430956,285.688168623,353.702761403,441.004812832,556.14005214,105.96181606,127.78366948,197.126202546,260.84222586100003,352.18042535300003,444.060477988,530.4648850599999,93.45258984,122.76565159999998,200.695272113,257.457941413,335.880549033,436.393242454,506.01930865,1
2024-06-19 18:00:00,6.270814125066564,-75.63108629392512,1828.175030048077,17.930432833158054,187.098614032452,0.6365598531869742,12.0,8.0,1864.2473,2024-06-19 18:00:00,6,159.97847,19.8895792,22.685799905,57.811293325,66.25484828500001,76.178713595,94.88562013,122.6381451,205.878707572,254.978879887,341.813767477,445.557886601,510.972139441,98.56476039,139.66140427,203.571235672,291.371195027,358.926930507,459.769341296,512.3541082859999,81.72380805,110.13642246,178.84980675,259.342434145,343.656371935,427.767373706,477.22861486599993,88.94193733,118.944517656,193.58399150500003,277.203176995,359.233776969,421.241843986,468.785059906,90.75084371,137.01584658299998,193.564983105,284.711833115,387.792420076,411.317978676,460.142494366,1
2024-06-16 23:00:00,6.2163386948959,-75.60359524307123,1530.4480794270833,28.74408467610677,20.77003733317057,0.4899642467498779,8.0,8.0,1916.7314,2024-06-16 23:00:00,6,176.7423,15.8160837,39.27500779,46.669499290000005,56.4882678,77.29587427000001,86.425029928,155.047744518,205.912668508,307.492141924,383.276689104,454.625672087,521.397292821,99.240329808,135.04185649800002,213.055768588,288.680751804,378.728239951,433.63906472,497.428428114,110.489544158,152.197013098,211.040785068,314.703892064,383.563348631,426.29813614,490.355842264,113.037588808,160.926820898,215.730681154,324.749338814,390.285064325,416.16524822,480.369730584,121.570638118,141.24870022800002,238.803891424,313.92586390400004,390.819218645,393.89462026,465.303936898,1
2023-05-29 20:00:00,6.2490532,-75.6368111,1860.830357142857,32.36696297781808,339.7118443080357,0.6664571762084961,8.0,8.0,1916.7314,2023-05-29 20:00:00,5,233.13675,7.3468179,36.35893036,59.52071596000001,76.03744646000001,107.72740636,135.977361556,174.141976526,196.349583396,236.741288213,286.073455495,294.812088515,488.05347273,105.42046039000002,143.988743366,182.287644963,219.076830303,254.976031655,275.863373282,457.31787529,118.500163016,120.826957766,164.88920962499998,216.216392743,232.402624755,264.091395916,434.47741914,106.448140295,106.448140295,153.853712455,204.059136205,222.933611635,268.175714495,420.34531125,72.62026736600001,86.200971906,134.043047595,177.968980735,192.297749195,244.276342025,413.09959361,1
2021-05-17 15:58:00,6.253717757,-75.629275996,1649.926983173077,26.275118314302883,6.4376701941856975,0.2736905538118802,8.0,7.0,1864.2473,2021-05-17 15:58:00,5,247.5928,17.528023,31.662503305,44.613749655,44.613749655,84.41396958600001,142.492755506,200.56965618,249.706605206,328.264955267,513.314230943,703.6418247239999,955.279498332,166.28558174,227.5296465,267.93592827,398.179059401,525.7737335669999,725.039725098,957.803261586,163.15632068399998,219.38673244,254.20872255,451.353414391,547.268006977,728.125248188,957.258071546,213.774214112,222.801973672,266.296471582,476.491318003,600.359814921,772.15480312,978.492585027,178.44540857,181.88887647,260.447226531,438.835379107,618.509176059,741.266325608,966.5681927849998,1
2022-04-03 21:30:00,6.35340852600001,-75.702042332,1711.4918619791667,14.712064107259115,249.3162027994792,0.0077420311669508,2.0,8.0,1653.7441,2022-04-03 21:30:00,4,177.79059,74.15679752999999,98.175873121,137.12632249799998,212.79680118,261.61062172,231.3056627,290.479572949,400.539512559,483.515809299,556.882707449,613.958939073,662.986584295,227.46617397,268.833343669,405.876595199,464.595556709,536.6747464289999,589.461739693,698.513558679,206.06273078,225.493489409,398.571164839,458.164338678,507.952945832,545.854019933,660.418676249,152.780383549,172.00812664899996,337.39894355900003,389.067387859,458.998393023,476.530031733,598.271391509,113.057744909,210.084460479,302.748298759,375.075754609,433.418275433,435.634371893,591.8523806210001,1
2021-10-15 15:00:00,6.29457289700002,-75.595869404,1905.7835286458333,16.144317626953125,172.8680623372396,0.8221151034037272,12.0,8.0,1999.781,2021-10-15 15:00:00,10,257.31787,5.098610978,28.855201748,34.690743048,35.559714448,56.549697032,83.05143200999998,107.150296337,235.78654447,389.079362738,470.323051576,623.517389803,907.837044463,85.024244107,138.624224827,220.2212377,370.763001658,465.895699586,642.954089953,902.713625493,78.209922447,169.62167504,237.93553791,374.666946208,472.115951516,677.306390653,900.946335623,93.155797867,189.30881034,243.93924027,425.561179388,517.880931576,716.119135083,917.907990083,147.51400909,167.89207099,295.495630468,410.71514271600006,556.2474689530001,707.1794206330001,924.162709093,1
2022-04-05 03:45:00,6.272073299,-75.612308502,1745.6881510416667,25.85833994547526,151.48412068684897,0.7754898071289062,9.0,7.0,1864.2473,2022-04-05 03:45:00,4,201.95624,36.4151487,39.891191984,71.361069144,144.617683734,216.187238164,212.923917213,255.891116891,340.394927351,417.671154628,493.310110828,541.360163118,619.265340699,213.551749881,268.146322661,344.010908851,440.251612478,487.972279928,536.022332218,626.507744469,215.549218315,238.023347855,339.02112470500003,413.217025442,458.090369002,502.497864222,599.034050303,164.373365255,167.847142455,308.027609062,353.415403022,402.698168512,432.249374812,548.039574893,99.547344755,131.878006255,240.066615972,294.177241832,364.021861122,382.248612502,497.001992873,1
2024-05-15 14:40:00,6.219007258975214,-75.63524520078055,1818.0908954326924,21.529512845552883,287.4685809795673,0.3767615098219651,8.0,7.0,1916.7314,2024-05-15 14:40:00,5,233.13675,23.652156,24.62958823,37.14930036,68.67247787,94.94264824,141.737200755,182.253272705,255.089297224,277.328100354,308.764454344,318.1926036,334.911289024,154.020967515,202.604001005,254.512794124,294.10760921400004,308.516736394,317.72431022,334.433158398,162.583729875,211.270184725,241.688199945,288.557711325,294.855841804,304.46992824,321.50155490900005,148.945766585,197.594694315,210.442138115,258.304058784,264.81189975,275.05473876400004,290.255493079,153.77155295499998,179.37832437499998,190.375622775,232.250061029,246.158636252,250.658993212,266.410268624,1
2024-05-10 15:00:00,6.27157324819773,-75.53960370117666,1991.9641927083333,32.06571960449219,284.6607259114583,0.2673325538635254,4.0,8.0,1850.9341,2024-05-10 15:00:00,5,223.04109,10.156452949999998,50.64133179,56.49379495,78.26460809,101.242658332,118.24549287,178.39685714,194.996602689,245.061060879,248.067965819,255.353767929,270.579660619,101.173431357,154.892435825,156.37724622899998,206.441704419,213.477894989,219.224971039,231.960304159,127.018845707,150.432807525,155.423728719,200.548673719,207.584864289,213.604208279,226.067273459,129.720342625,131.205153029,156.354902229,184.038661519,188.305801789,194.325145779,211.43033658900004,106.86797567,106.919383674,152.637326394,159.752892164,165.066183264,179.58751867400002,203.587822134,1
2022-06-02 08:00:00,6.21337787599998,-75.55969237,1638.4800180288462,25.000774676983173,300.0830829326923,0.3071130789243258,13.0,4.0,1968.7611,2022-06-02 08:00:00,6,167.01154,24.61462656,37.49165691,57.28804220999999,63.92319081,76.37453083999999,125.432301236,183.691824086,302.532543809,355.334962726,434.511478401,499.271480555,778.9386866049999,135.268470076,187.635069686,298.272495379,375.5618636960001,423.121404461,521.857963455,793.3626353749999,139.497155056,186.318959406,282.211540559,380.442967126,409.177292641,547.9093133209999,802.955941114,152.528863086,243.656969879,291.65213576300005,394.321683786,431.968609231,564.1925040609999,798.5169428940001,167.83833065599998,250.772639529,296.737894975,382.483954151,447.511576275,578.646176911,794.117440615,1
2022-07-26 09:50:00,6.25338330699998,-75.625494619,1584.0693359375,22.221227010091145,64.02088419596355,0.3501494725545247,8.0,7.0,1864.2473,2022-07-26 09:50:00,7,130.3031,22.15302387,54.29939224,77.04370420000001,78.63388829,93.67153734,126.14523394,135.70249401,245.36804815,328.72368620000003,472.01685065720005,563.6929852712,877.8806326552001,97.54248387,109.23616326,225.9419479362,327.24079984699995,449.2064380112,562.9749851812,863.1963419652001,76.52929198,95.504748702,223.64150728620004,331.3604322172,469.5131987812,564.8177266012001,861.6568733152001,80.81023507,114.6899834762,241.8268872912,384.1455698672,482.3035160912,583.0147702312,898.753238626,78.147937472,155.9103079262,253.3675607112,393.6911065072,490.3499819512,604.8052147861999,932.199998286,1
2024-05-10 09:30:00,6.30128043,-75.58539697,1858.8121995192307,23.865065354567307,143.07215294471155,0.59436218555157,9.0,2.0,1745.7523,2024-05-10 09:30:00,5,209.26208,12.10158841,46.26290472,50.42163552,72.72840875,118.636516317,138.147182955,178.742227762,208.748587784,255.443073404,259.079514934,266.740249644,286.045270462,126.95071479,174.564990502,174.587271474,221.281757094,228.361030054,234.701924394,251.95463713200007,141.56040369,170.42854067399998,177.168741704,217.296965974,224.202299254,230.839054154,251.734653132,147.825450542,148.121767444,184.993723694,197.836964844,202.622064724,208.532280924,231.621215212,104.117301344,104.117301344,150.811786964,153.832498744,159.42728964399998,168.80555695799998,206.457735652,1
2022-10-24 20:00:00,6.23937667299998,-75.537574392,1743.499860491071,33.570421491350444,223.41969517299108,0.1854691164834158,4.0,7.0,1969.9814,2022-10-24 20:00:00,10,247.66861,21.53167955,59.08124624,68.13954815,89.67420092000002,95.729861171,92.451317271,138.84085924100003,293.642415823,414.4543762850001,477.241443849,556.4832700090001,823.249811919,78.787179721,101.107812021,285.870655154,401.553262522,448.8353935820001,521.560569012,811.965844412,92.04951011100002,104.873547501,287.861281138,390.921734922,453.632530322,541.009196102,814.4205481920001,70.51485734099998,174.15637771599998,293.719476288,380.535209602,462.039793452,531.005696812,795.972802982,77.759907452,213.146288626,328.674093718,395.840141332,484.480020362,534.742826122,806.7845349520001,1
2024-05-14 16:00:00,6.29472696,-75.58045582,1663.096454326923,12.239410400390623,95.26369065504808,0.4592973268949069,12.0,7.0,1999.781,2024-05-14 16:00:00,5,260.7479,8.6247165,12.15070102,23.749203524,60.26102929,65.06395807000001,116.816438048,155.339645618,217.974681927,251.281452241,265.051955436,269.43578396600003,287.367997257,134.859090224,184.097960118,214.881547317,257.853289431,261.958820826,267.067328396,284.17846591599994,132.018783104,174.518954827,201.515068877,246.557694456,248.592342386,256.374289356,270.991957506,115.146039584,165.378381739,165.378381739,209.730703516,216.149179976,221.151942546,235.582188599,134.156529009,160.838214369,182.779729689,206.962422666,211.346251196,216.349013766,236.08515182900004,1
2024-05-07 20:00:00,6.18188246127512,-75.6508853564801,1831.1762319711536,19.779160719651443,181.66748046875,0.8836010419405423,14.0,5.0,2044.8639,2024-05-07 20:00:00,5,274.5251,14.27580498,23.43368966,61.01195691,88.10153354,113.493530444,178.698486844,213.394806454,223.0947134004,291.150178248,329.380524688,336.157731048,354.064772251,183.379392884,208.145398414,225.574759854,292.673667048,320.26499214800003,327.042198508,346.173944211,164.45997131400003,177.101555074,215.68551300400003,265.594024448,284.350046448,293.845233348,339.07146863699995,142.17698758,150.91421444,192.526677184,239.406683814,259.172217374,270.843938454,319.681201543,123.5703655504,124.2645502504,188.804138604,230.162799224,236.940005584,243.115069064,295.164718153,1
2024-05-04 06:30:00,6.24289971,-75.54203293,1725.7542067307693,18.80730731670673,245.23291015625,0.7906513214111328,4.0,7.0,1969.9814,2024-05-04 06:30:00,5,239.54109,13.292208700000002,33.37670903,36.0301826761,44.91543752,62.7320544661,124.9640584641,126.1220482941,149.6777804841,170.9403680941,177.8058252441,183.2203463241,201.5977172141,105.8496939586,106.1409429986,142.4710943186,151.2238153586,158.9270939086,172.6124065286,196.56399332,102.0718824,102.0718824,145.34057983,149.7935787,156.45513429,168.54334593,192.4949327214,93.36611319,93.36611319,136.63481062,145.04989014,150.46441122,159.83757672,186.1979922014,75.37001061,94.06229284,120.18833041,127.05378756000002,132.46830864,143.11084334,168.5857826014,1
2022-10-24 12:00:00,6.284064450659108,-75.54198016527869,1907.881924715909,19.988636363636363,255.57710404829547,0.7113207036798651,4.0,4.0,1850.9341,2022-10-24 12:00:00,10,219.28531,20.949156061,45.23604014,63.89647587,80.54658817,92.26585769,90.07638826,143.81433495,235.68718589,345.9966560835,413.8116852235,492.7392848685,777.123203746,109.11072151,121.51154011,232.860181226,332.0115836635,398.0983798535,472.9389831285,768.796999746,102.84660421,137.88147714000002,226.1220477635,319.0655052235,394.3248123185,489.5401338625,763.519773096,87.10216831,132.01373740999998,235.9397323235,315.6314478135,407.5090553885,482.32475943250006,749.5497505000001,112.12303374,146.07408563,270.8571615835,335.3358545835,427.526943848,491.453566486,755.7853670500001,1
2021-10-23 20:00:00,6.27200092099997,-75.541130769,1930.7221235795453,22.030290083451703,265.32421875,0.2498188885775479,4.0,7.0,1850.9341,2021-10-23 20:00:00,10,219.28531,6.53360096,80.81243665599999,88.3462240087,120.211541698,151.732167918,191.942021968,229.628073168,339.582188068,406.527499835,550.1565043068,665.3122321288,991.2488936379,140.235607008,174.215993838,282.576025098,360.640308325,486.79331201,611.6411627828002,925.449781555,143.400030428,182.240872078,296.917037578,361.20821933,530.3635577120999,618.9386957211,917.133596828,124.09481227,155.86114102,264.613890577,366.010098442,525.392958115,619.618944715,889.605535948,117.98093767999998,141.90634892000003,259.888227677,408.5426336076,520.444033153,675.1704321760001,929.246231356,1
2022-10-24 10:00:00,6.296451494,-75.541619224,1831.9907924107144,36.61613246372768,63.99615914481027,0.3493202649630033,4.0,2.0,1850.9341,2022-10-24 10:00:00,10,219.28531,20.86488139,47.95975076,64.10923890999999,80.8403404,86.23497742,120.29723483,167.50100489,255.685112768,374.141995638,443.052674191,528.798273309,793.8134542391,122.278717683,140.83100055300002,257.146216853,353.00704150300004,424.822090376,503.56477768,780.3010714791001,122.18301074,149.550939693,251.45395772300003,340.520770083,420.581120336,524.146576329,775.2205465091,106.26486141,146.504533553,261.368282963,339.206796895,435.473190586,516.1104709489999,762.3543108296,129.51218511,167.90111052,299.498707583,361.904329006,463.891306369,529.176825999,773.9639319679,1
2024-05-04 02:00:00,6.26238696,-75.55449073,1581.896763392857,14.220563616071429,272.56539481026783,0.7208477428981236,13.0,7.0,1999.781,2024-05-04 02:00:00,5,260.7479,8.905000059999999,28.57811589,30.05543937,41.60244507,61.66262978,112.4209046915,113.33518311150002,143.5997350815,165.4640008615,171.00129192149998,174.8383826915,201.6903693815,93.6620672815,93.6620672815,136.0845748315,145.7908850315,151.3281760915,162.3920303315,191.3585647315,92.1847438015,92.1847438015,141.9205224515,145.4232319515,151.6881974815,160.9147068515,191.0017876215,81.1147018915,81.1147018915,130.85048054150002,137.9716977415,142.61790147149998,149.8446649415,179.9317457115,65.3106283015,90.6613420315,117.4394460515,122.1676241515,126.8138278815,141.6585405515,164.1276721215,1
2022-06-02 08:00:00,6.21469853100001,-75.559412289,1654.9602864583333,12.473706563313804,199.4014689127604,0.73126753171285,13.0,8.0,1968.7611,2022-06-02 08:00:00,6,167.01154,24.61462656,36.81443381,57.28804220999999,63.96237782,76.37453083999999,136.60891429999998,192.16242973,302.532543809,358.694433439,435.987633597,500.088317247,778.9386866049999,144.66118434,193.38251464,298.272495379,376.109061949,423.298406417,526.990455007,793.3626353749999,147.30513817,186.318959406,282.211540559,380.506614509,409.7816204070001,564.336344077,802.955941114,158.19291223,243.656969879,291.65213576300005,394.321683786,432.459488667,581.702280237,798.5169428940001,167.83833065599998,250.772639529,304.471624259,387.644727817,451.74541146700005,594.763345597,794.117440615,1
2022-04-05 19:00:00,6.28588445299999,-75.541635863,1906.812639508929,16.26409912109375,321.76967075892856,0.2738126005445208,4.0,7.0,1850.9341,2022-04-05 19:00:00,4,208.7147,22.032787350000003,30.93633052,59.02614873,95.27285393,140.5129314,173.1505155674,237.4354844874,293.1365483274,380.48417356639993,428.9214434564,510.4164272999,582.7167737399,181.120999246,248.4203642974,299.1082138164,372.4088894264,428.7292341664,496.2066673099,569.5014740498999,180.5998918574,232.7002086574,294.9503348564,357.1850853364,401.9710277764,467.5455650199,556.1742307599001,179.7645037474,196.3762086974,290.4843840964,349.1170355464,384.3484341099,431.2215650599,523.5820052099,150.9469633374,150.9469633374,255.8600659664,304.2223507264,380.1688293299,387.1356296499,494.8275566699,1
2022-08-01 22:00:00,6.28651591599998,-75.551660313,1622.875,20.121080671037948,270.1529541015625,0.6355976377214704,13.0,7.0,1999.781,2022-08-01 22:00:00,8,136.07399,52.55306799,53.85356859,76.218440075,87.88284448499999,124.772627135,94.506017275,110.601979795,160.226211225,275.634953465,381.39797012,534.95312528,784.746583604,94.732881015,143.372264295,179.219191046,286.454768715,414.64575949,557.41886356,783.198358324,85.68803406,122.96342351,187.74064102,291.61328205000007,411.9209287050001,556.598092435,767.687781239,107.38102945,118.1472275,202.43122734,302.252291385,446.320082275,551.5960931249999,780.5851011889999,73.73045295,81.17073321000001,196.06445085,297.034775335,426.259207835,516.129300955,759.263006553,1
